time,ecg
15.00200426,0.000417459
15.01200426,0.0004641
15.021703,0.000522059
15.03067881,0.000589978
15.03897018,0.000668617
15.04662953,0.000759247
15.05370593,0.000863487
15.06024484,0.000983273
15.06628842,0.001120864
15.07187586,0.001278874
15.07704358,0.001460314
15.08182543,0.001668646
15.08625295,0.001907841
15.09035547,0.002182456
15.09416037,0.002497726
15.09769316,0.002859666
15.10097772,0.003275207
15.10403643,0.003752363
15.10689036,0.004300435
15.10949296,0.004912973
15.11184847,0.005586764
15.11399523,0.006326326
15.11596674,0.007137386
15.1177919,0.008026998
15.11949631,0.009004131
15.12110369,0.010080709
15.12263759,0.011273516
15.12417313,0.012655367
15.1257559,0.014303767
15.12746555,0.016367911
15.12959963,0.019378446
15.13096886,0.021546442
15.13233809,0.023850881
15.13355938,0.025955903
15.13465294,0.02780749
15.1356793,0.029442665
15.13667554,0.030860523
15.13767041,0.032035616
15.13869433,0.032920528
15.13979105,0.033433822
15.14105126,0.033409734
15.14266495,0.032409044
15.14391029,0.030955875
15.14515564,0.029023336
15.14626756,0.026997086
15.14733119,0.024885524
15.14838777,0.022699561
15.14946225,0.020456689
15.15057738,0.018170746
15.15176193,0.015845137
15.15306434,0.013459759
15.15351914,0.012675444
15.15397394,0.011924209
15.15498602,0.010393801
15.15616971,0.008832616
15.15731566,0.007530864
15.15848013,0.006393728
15.15967707,0.005394789
15.16091652,0.004516854
15.16220859,0.003746071
15.16356419,0.003070796
15.1649956,0.002480936
15.16651707,0.001967524
15.16814567,0.001522404
15.16990232,0.001138008
15.17181342,0.000807164
15.17391321,0.000522927
15.17624753,0.000278404
15.17888023,6.65E-05
15.18154775,-0.000100518
15.18410542,-0.000230093
15.18660448,-0.000336957
15.18911226,-0.000430674
15.19172103,-0.000518267
15.19462869,-0.000607858
15.1972417,-0.000683503
15.19985471,-0.000756079
15.20198216,-0.000813598
15.20384081,-0.000863021
15.20562585,-0.000909933
15.20745155,-0.000957476
15.20944478,-0.00100897
15.21186323,-0.001070957
15.21620511,-0.001180958
15.22015471,-0.001279162
15.2234698,-0.001359534
15.22696088,-0.001441234
15.23115835,-0.00153354
15.23678763,-0.001640318
15.2416254,-0.001701884
15.24602624,-0.001714389
15.24998721,-0.001667112
15.25356491,-0.001551025
15.25682197,-0.001357795
15.25982655,-0.001078473
15.26264357,-0.00070203
15.26532756,-0.000214853
15.26793427,0.000402258
15.27054535,0.001184587
15.27328334,0.002200612
15.27632469,0.003579462
15.2794427,0.005279886
15.28160234,0.006643399
15.28376199,0.008185572
15.2856644,0.009726777
15.28742555,0.011345603
15.28905346,0.013049146
15.29060501,0.014904786
15.29209049,0.016944613
15.29351115,0.019192494
15.29487863,0.021692216
15.29619261,0.024472554
15.29745902,0.027578063
15.29867963,0.031049557
15.29985743,0.034935747
15.30099609,0.039294781
15.30209882,0.044192173
15.30316867,0.049703123
15.30420988,0.055922116
15.30522643,0.062960516
15.30622271,0.070954417
15.30720365,0.080073225
15.30817497,0.090531821
15.30914366,0.102611415
15.31011879,0.116693767
15.31111275,0.133321453
15.31213107,0.153048585
15.31315457,0.175925047
15.31419587,0.202592856
15.31527353,0.233945442
15.31641904,0.27137575
15.31757538,0.312901769
15.31854789,0.34979792
15.31937347,0.381461554
15.32011752,0.409181418
15.32081601,0.433407524
15.3214929,0.45412383
15.32216858,0.470985941
15.32286453,0.483266052
15.32360892,0.489606749
15.32444274,0.487349
15.32528759,0.474315202
15.32615771,0.449335493
15.32706381,0.410961873
15.32801603,0.357593443
15.32862075,0.317396014
15.32922546,0.27316537
15.3297399,0.233288009
15.33017783,0.198553193
15.33056786,0.167699165
15.33092765,0.139867197
15.33126847,0.11451644
15.33159875,0.091260173
15.33192621,0.069770813
15.33226004,0.049693635
15.33261647,0.030456194
15.33305056,0.010171989
15.33329119,0.000393156
15.33353182,-0.008386229
15.33372567,-0.014765976
15.33392121,-0.02060867
15.33413818,-0.026436028
15.33437317,-0.032024754
15.33462417,-0.037233699
15.33489055,-0.04198565
15.33517259,-0.046240177
15.33550033,-0.05029343
15.3358163,-0.053418699
15.33615187,-0.056026493
15.33651002,-0.058132649
15.3368939,-0.059750358
15.33730735,-0.060893286
15.33775512,-0.061574106
15.33824314,-0.06180302
15.33877892,-0.061586095
15.33937275,-0.060922328
15.34003892,-0.059798777
15.34079666,-0.058186701
15.3416755,-0.056028821
15.34272783,-0.053204875
15.34408047,-0.049389617
15.34545268,-0.045450253
15.34677919,-0.041668
15.34806411,-0.038080639
15.34930956,-0.034706047
15.35051637,-0.031552482
15.35168471,-0.028622255
15.3528144,-0.025913522
15.35390515,-0.023421351
15.35495659,-0.021138459
15.35596834,-0.019055816
15.35694003,-0.017163145
15.35787125,-0.015449366
15.35878627,-0.01386136
15.3597246,-0.012331687
15.36068767,-0.010865069
15.36167754,-0.009465469
15.36269663,-0.008136661
15.3637478,-0.006882176
15.36483444,-0.005705247
15.36596069,-0.004608757
15.36713157,-0.003595183
