ecg,time
0.0111831460059328,15.0010944070205
0.0120450935696377,15.0057412867075
0.0130246199097047,15.0104199864408
0.0141500312432658,15.0151561445662
0.0154658728242318,15.0200098774101
0.017058571236112,15.0251347237318
0.019182148079381,15.0310607499759
0.0209948715343741,15.0355785270812
0.0229258407697051,15.0400963041864
0.0245324056701929,15.0438137829229
0.0258669447551716,15.0470456789872
0.0269880423736677,15.0500625139701
0.0278915033843936,15.0529891606334
0.0285241002582653,15.0557716441583
0.028888630204427,15.0585269906779
0.0289621118692713,15.0613967534946
0.0286593170530135,15.0646479779762
0.0276717680370455,15.0689571076422
0.0267859347081107,15.0715992732673
0.0257338983069003,15.0742414388923
0.0246660191884953,15.0766467060197
0.023595901907907,15.0789033432903
0.0225239640425683,15.0810771318783
0.0214529923530549,15.0832046957403
0.0203866459565887,15.0853089800843
0.0193286211208985,15.0874060488395
0.0182824020835077,15.0895080802612
0.0172511948472632,15.0916248908842
0.016237919392398,15.0937648017358
0.0152452183700663,15.0959351791896
0.0142754690052868,15.098142801187
0.0133307989619381,15.1003941136341
0.012413094452586,15.1026954429609
0.0115240132749028,15.1050531613346
0.010664996352015,15.1074738346282
0.00983727384803975,15.1099643781009
0.00904034379797718,15.1125373360875
0.0082536004578905,15.1152797975614
0.00748084106671326,15.1182108685932
0.00672581359597898,15.1213536655598
0.00599251542679136,15.1247349193399
0.00528516993289666,15.1283856532563
0.00460817803463703,15.132342038085
0.00396603865440277,15.1366464974992
0.00336320811205961,15.1413493892275
0.00280384688517301,15.1465122195838
0.00229152364136745,15.1522132564471
0.00182893469735515,15.1585572770618
0.00143070236469635,15.1654381398129
0.00110237032398926,15.172854434286
0.000889347606885271,15.1794549065515
0.00068669743630364,15.1878087947594
0.000526779151214003,15.1968176331739
0.000400562468491828,15.2068176331739
0.000313694357889029,15.2168176331739
0.000254820525611944,15.2268176331739
0.000215679542787064,15.2368176331739
0.000190325287521572,15.2468176331739
0.000174603015844977,15.2568176331739
0.000165680999780101,15.2668176331739
0.000161654390895619,15.2768176331739
0.000161249376056924,15.2868176331739
0.000163622203257642,15.2968176331739
0.00016822891199621,15.3068176331739
0.00017474141960224,15.3168176331739
0.000182992989947947,15.3268176331739
0.000192943243914549,15.3368176331739
0.000204657417656995,15.3468176331739
0.000218297055183761,15.3568176331739
0.000234120801744757,15.3668176331739
0.000252495189122576,15.3768176331739
0.000273916671879385,15.3868176331739
0.000299047969660232,15.3968176331739
0.000328774389867392,15.4068176331739
0.000364289962779312,15.4168176331739
0.000407230271529554,15.4268176331739
0.000459881450075992,15.4368176331739
0.000520270122637376,15.4460881906656
0.000589137080843457,15.4546409883003
0.000667602471595562,15.46253065455
0.000756978264043504,15.4698095063562
0.000858761519223997,15.4765260997925
0.000974648981969216,15.4827254777002
0.00110656134754666,15.4884494442375
0.00125667284795798,15.4937368074567
0.00142744576519421,15.4986235972599
0.00162166940759864,15.5031432742159
0.00184250753457603,15.5073269310057
0.00209355397171514,15.5112034845653
0.00237890123867168,15.5147998606733
0.00270322578320113,15.5181411818491
0.0030718962642968,15.521250964132
0.00349111551140512,15.5241513253549
0.0039681098909903,15.5268632180968
0.00451139242449937,15.5294067087698
0.00513114209223492,15.531801332526
0.00583655030134575,15.5340571818945
0.00661660630909545,15.536134559996
0.00748131638309384,15.5380688599929
0.00844604808354938,15.5398960871147
0.00953504644319589,15.5416551833319
0.010792130779211,15.5433978941072
0.0123489834551737,15.5452556939631
0.0146973719415343,15.5476504629268
0.0162593980628917,15.5490760382545
0.0179040467383013,15.5505016135821
0.0194017024429248,15.5517810414446
0.0207385755276646,15.5529530617932
0.0219356311173566,15.5540769833544
0.0229896778545477,15.555194171057
0.0238804598194576,15.5563442070603
0.0245680216876749,15.5575810824116
0.024970140551158,15.559012681869
0.024797137876643,15.561072925578
0.0241360752158378,15.5626246578835
0.0231144362191455,15.5641763901889
0.0219468360886715,15.5655955958839
0.0206386369189184,15.5670059586717
0.019198078402531,15.5684614246996
0.0176343687200005,15.5699994414942
0.0166579334572264,15.5709592170687
0.0157050888208027,15.5719189926433
0.0138580281687017,15.5739112847882
0.0114204662537197,15.5768885430003
0.00945606775450382,15.5796918846408
0.00790192176614729,15.5822765116035
0.00660893667427479,15.5847727601695
0.00547786397070085,15.5873123630012
0.00448331406313795,15.5899238372529
0.00360727178171776,15.5926304487909
0.00285172404431162,15.5953896052288
