time,ecg
1921.503132,180.4123711
1926.931106,128.8659794
1932.359081,103.0927835
1937.787056,77.31958763
1943.215031,51.54639175
1948.643006,25.77319588
1954.070981,0
1959.498956,-25.77319588
1964.926931,-25.77319588
1970.354906,-25.77319588
1975.782881,-51.54639175
1981.210856,-51.54639175
1986.638831,-51.54639175
1992.066806,-51.54639175
1997.494781,-51.54639175
2002.922756,-51.54639175
2008.350731,-51.54639175
2013.778706,-51.54639175
2019.206681,-51.54639175
2024.634656,-51.54639175
2030.06263,-51.54639175
2035.490605,-25.77319588
2040.91858,-25.77319588
2046.346555,-25.77319588
2051.77453,-25.77319588
2057.202505,-25.77319588
2062.63048,0
2068.058455,0
2073.48643,0
2078.914405,0
2084.34238,0
2089.770355,25.77319588
2095.19833,25.77319588
2100.626305,25.77319588
2106.05428,25.77319588
2111.482255,51.54639175
2116.91023,51.54639175
2122.338205,25.77319588
2127.76618,25.77319588
2133.194154,25.77319588
2138.622129,25.77319588
2144.050104,0
2149.478079,0
2154.906054,0
2160.334029,0
2165.762004,0
2171.189979,0
2176.617954,0
2182.045929,-25.77319588
2187.473904,-25.77319588
2192.901879,-25.77319588
2198.329854,-25.77319588
2203.757829,0
2209.185804,0
2214.613779,25.77319588
2220.041754,25.77319588
2225.469729,25.77319588
2230.897704,25.77319588
2236.325678,51.54639175
2241.753653,51.54639175
2247.181628,77.31958763
2252.609603,103.0927835
2258.037578,128.8659794
2263.465553,128.8659794
2268.893528,154.6391753
2274.321503,154.6391753
2279.749478,154.6391753
2285.177453,154.6391753
2290.605428,154.6391753
2296.033403,154.6391753
2301.461378,154.6391753
2306.889353,128.8659794
2312.317328,128.8659794
2317.745303,103.0927835
2323.173278,77.31958763
2328.601253,77.31958763
2334.029228,77.31958763
2339.457203,51.54639175
2344.885177,51.54639175
2350.313152,25.77319588
2355.741127,0
2361.169102,0
2366.597077,0
2372.025052,0
2377.453027,0
2382.881002,25.77319588
2388.308977,25.77319588
2393.736952,25.77319588
2399.164927,25.77319588
2404.592902,77.31958763
2410.020877,180.4123711
2415.448852,309.2783505
2420.876827,489.6907216
2426.304802,824.742268
2431.732777,979.3814433
2437.160752,1108.247423
2442.588727,979.3814433
2448.016701,747.4226804
2453.444676,438.1443299
2458.872651,103.0927835
2464.300626,-128.8659794
2469.728601,-309.2783505
2475.156576,-412.371134
2480.584551,-360.8247423
2486.012526,-283.5051546
2491.440501,-103.0927835
2496.868476,-103.0927835
2502.296451,-25.77319588
2507.724426,25.77319588
2513.152401,77.31958763
2518.580376,103.0927835
2524.008351,103.0927835
2529.436326,128.8659794
2534.864301,128.8659794
2540.292276,128.8659794
2545.720251,154.6391753
2551.148225,154.6391753
2556.5762,180.4123711
2562.004175,180.4123711
2567.43215,180.4123711
2572.860125,206.185567
2578.2881,206.185567
2583.716075,206.185567
2589.14405,231.9587629
2594.572025,206.185567
2600,231.9587629
