RR_interval_sec,QRS_duration_sec,QT_interval_sec,PQ_interval_sec
0.8195711917589978,0.09068272331120042,0.3266018306064993,0.10789072640380049
0.7852870078660033,0.08733961688169956,0.3285122377676011,0.10956228249279931
0.8005339387337997,0.0901772649765995,0.324958453690499,0.09951475794980169
0.8334328488303981,0.09362556805060152,0.32444559900170233,0.09749937247319806
0.8138844845258006,0.0914987158185987,0.32815176010500124,0.10755840252690163
