-25,0
-25,5.341246291
-25,10.68249258
-12.5,16.02373887
-12.5,21.36498516
0,26.70623145
0,32.04747774
12.5,37.38872404
-12.5,42.72997033
-12.5,48.07121662
-25,53.41246291
-37.5,58.7537092
-37.5,64.09495549
-25,69.43620178
-12.5,74.77744807
12.5,80.11869436
25,85.45994065
50,90.80118694
75,96.14243323
112.5,101.4836795
137.5,106.8249258
137.5,112.1661721
162.5,117.5074184
150,122.8486647
137.5,128.189911
125,133.5311573
100,138.8724036
87.5,144.2136499
62.5,149.5548961
37.5,154.8961424
12.5,160.2373887
-12.5,165.578635
-37.5,170.9198813
-50,176.2611276
-75,181.6023739
-87.5,186.9436202
-100,192.2848665
-112.5,197.6261128
-112.5,202.9673591
-112.5,208.3086053
-112.5,213.6498516
-112.5,218.9910979
-112.5,224.3323442
-112.5,229.6735905
-112.5,235.0148368
-100,240.3560831
-100,245.6973294
-87.5,251.0385757
0,256.379822
75,261.7210682
137.5,267.0623145
225,272.4035608
337.5,277.7448071
387.5,283.0860534
375,288.4272997
337.5,293.768546
287.5,299.1097923
237.5,304.4510386
162.5,309.7922849
112.5,315.1335312
62.5,320.4747774
12.5,325.8160237
-12.5,331.15727
-37.5,336.4985163
-50,341.8397626
-62.5,347.1810089
-75,352.5222552
-75,357.8635015
-75,363.2047478
-62.5,368.5459941
-62.5,373.8872404
-62.5,379.2284866
-62.5,384.5697329
-62.5,389.9109792
-62.5,395.2522255
-62.5,400.5934718
-62.5,405.9347181
-50,411.2759644
-50,416.6172107
-50,421.958457
-50,427.2997033
-50,432.6409496
-37.5,437.9821958
-37.5,443.3234421
-25,448.6646884
-25,454.0059347
-12.5,459.347181
-12.5,464.6884273
-12.5,470.0296736
-12.5,475.3709199
0,480.7121662
0,486.0534125
12.5,491.3946588
12.5,496.735905
25,502.0771513
25,507.4183976
25,512.7596439
25,518.1008902
12.5,523.4421365
12.5,528.7833828
12.5,534.1246291
25,539.4658754
37.5,544.8071217
37.5,550.148368
37.5,555.4896142
25,560.8308605
25,566.1721068
12.5,571.5133531
25,576.8545994
25,582.1958457
25,587.537092
12.5,592.8783383
0,598.2195846
0,603.5608309
0,608.9020772
0,614.2433234
0,619.5845697
0,624.925816
0,630.2670623
-12.5,635.6083086
-12.5,640.9495549
-25,646.2908012
-12.5,651.6320475
-12.5,656.9732938
12.5,662.3145401
12.5,667.6557864
37.5,672.9970326
62.5,678.3382789
75,683.6795252
112.5,689.0207715
137.5,694.3620178
150,699.7032641
150,705.0445104
162.5,710.3857567
162.5,715.727003
137.5,721.0682493
125,726.4094955
100,731.7507418
75,737.0919881
50,742.4332344
25,747.7744807
0,753.115727
-25,758.4569733
-37.5,763.7982196
-50,769.1394659
-75,774.4807122
-75,779.8219585
-62.5,785.1632047
-62.5,790.504451
-62.5,795.8456973
-75,801.1869436
-87.5,806.5281899
-87.5,811.8694362
-75,817.2106825
-75,822.5519288
-75,827.8931751
-75,833.2344214
-50,838.5756677
25,843.9169139
137.5,849.2581602
212.5,854.5994065
275,859.9406528
375,865.2818991
437.5,870.6231454
412.5,875.9643917
375,881.305638
337.5,886.6468843
275,891.9881306
200,897.3293769
137.5,902.6706231
100,908.0118694
37.5,913.3531157
0,918.694362
0,924.0356083
-12.5,929.3768546
-25,934.7181009
-25,940.0593472
-37.5,945.4005935
-50,950.7418398
-50,956.0830861
-50,961.4243323
-37.5,966.7655786
-25,972.1068249
-25,977.4480712
-25,982.7893175
-25,988.1305638
-25,993.4718101
-12.5,998.8130564
-12.5,1004.154303
-25,1009.495549
-25,1014.836795
-37.5,1020.178042
-12.5,1025.519288
0,1030.860534
12.5,1036.20178
25,1041.543027
12.5,1046.884273
12.5,1052.225519
25,1057.566766
25,1062.908012
37.5,1068.249258
50,1073.590504
50,1078.931751
50,1084.272997
37.5,1089.614243
37.5,1094.95549
37.5,1100.296736
50,1105.637982
62.5,1110.979228
62.5,1116.320475
50,1121.661721
50,1127.002967
25,1132.344214
25,1137.68546
25,1143.026706
25,1148.367953
25,1153.709199
25,1159.050445
12.5,1164.391691
25,1169.732938
25,1175.074184
0,1180.41543
0,1185.756677
0,1191.097923
0,1196.439169
0,1201.780415
0,1207.121662
-12.5,1212.462908
0,1217.804154
0,1223.145401
0,1228.486647
-12.5,1233.827893
-12.5,1239.169139
0,1244.510386
0,1249.851632
25,1255.192878
37.5,1260.534125
50,1265.875371
75,1271.216617
100,1276.557864
125,1281.89911
137.5,1287.240356
150,1292.581602
175,1297.922849
162.5,1303.264095
162.5,1308.605341
137.5,1313.946588
137.5,1319.287834
125,1324.62908
